SRR057629	SRR057630	SRR057632	SRR057649	SRR057650	SRR057651
ENSG00000212037	0	0	0	0	0	0
ENSG00000212039	0	0	0	0	0	0
ENSG00000212040	0	0	0	0	0	0
ENSG00000212044	0	0	0	0	0	0
ENSG00000212045	0	0	0	0	1	1
ENSG00000212049	0	0	0	0	0	0
ENSG00000212051	0	0	0	0	0	0
ENSG00000212054	0	0	0	0	0	0
ENSG00000212055	0	0	0	0	0	0
ENSG00000212057	0	0	0	0	0	0
ENSG00000212061	0	0	0	0	0	0
ENSG00000212063	0	0	0	0	0	0
ENSG00000212065	0	0	0	0	0	0
ENSG00000212066	0	0	0	0	0	0
ENSG00000212067	0	0	0	0	0	0
ENSG00000212070	0	0	0	0	0	0
ENSG00000212071	0	0	0	0	0	0
ENSG00000212072	0	0	1	0	2	0
ENSG00000212073	0	0	0	0	0	0
ENSG00000212075	0	0	0	0	0	0
ENSG00000212076	0	0	0	0	0	0
ENSG00000212082	0	0	0	0	0	0
ENSG00000212084	0	0	0	0	0	0
ENSG00000212085	0	0	0	0	0	0
ENSG00000212086	0	0	0	0	0	0
ENSG00000212089	0	0	1	0	0	0
ENSG00000212091	0	0	0	0	0	0
ENSG00000212093	0	0	0	0	0	0
ENSG00000212094	0	0	0	0	0	0
ENSG00000212095	0	0	0	0	0	0
ENSG00000212098	0	0	0	0	0	0
ENSG00000212099	0	0	0	0	0	0
ENSG00000212100	0	0	0	0	0	0
ENSG00000212101	0	0	0	0	0	0
ENSG00000212102	0	0	0	0	0	0
ENSG00000212104	0	0	0	0	0	0
ENSG00000212111	0	1	0	0	0	0
ENSG00000212114	0	0	0	0	0	0
ENSG00000212122	0	0	0	0	0	0
ENSG00000212123	5	7	13	8	2	5
ENSG00000212124	2	1	1	1	1	1
ENSG00000212125	3	2	3	3	1	0
ENSG00000212126	0	0	0	0	0	0
ENSG00000212127	7	5	12	5	12	3
ENSG00000212128	0	0	0	0	0	0
ENSG00000212133	0	0	0	0	0	0
ENSG00000212134	0	0	0	0	0	0
ENSG00000212135	0	0	0	0	0	0
ENSG00000212136	1	0	0	0	0	0
ENSG00000212138	0	0	1	0	0	0
ENSG00000212140	0	0	0	0	0	0
ENSG00000212144	0	0	0	0	0	0
ENSG00000212145	0	0	0	0	0	0
ENSG00000212146	0	0	0	0	0	0
ENSG00000212147	0	0	0	0	0	0
ENSG00000212149	0	0	0	0	0	0
ENSG00000212153	0	0	0	0	0	0
ENSG00000212154	0	0	0	0	0	0
ENSG00000212156	0	0	0	0	0	0
ENSG00000212157	0	0	0	0	0	0
ENSG00000212158	1	0	0	0	0	0
ENSG00000212160	0	0	0	0	0	0
ENSG00000212161	0	0	0	0	0	0
ENSG00000212163	0	0	1	0	0	0
ENSG00000212165	0	0	0	0	0	0
ENSG00000212167	0	0	0	0	0	0
ENSG00000212168	0	0	0	0	0	0
ENSG00000212170	0	0	1	0	0	0
ENSG00000212171	0	0	0	0	0	0
ENSG00000212172	0	0	0	0	0	0
ENSG00000212174	0	0	0	0	0	0
ENSG00000212175	2	0	0	2	0	1
ENSG00000212176	0	0	0	0	0	0
ENSG00000212181	0	0	0	1	0	0
ENSG00000212182	0	0	0	0	1	0
ENSG00000212184	0	0	0	0	0	0
ENSG00000212186	0	0	0	0	0	0
ENSG00000212187	0	0	0	0	0	0
ENSG00000212189	0	0	0	0	0	0
ENSG00000212190	0	0	0	0	0	0
ENSG00000212191	0	0	0	0	0	0
ENSG00000212195	0	0	0	1	1	0
ENSG00000212197	0	0	0	0	0	0
ENSG00000212199	0	0	1	1	0	0
ENSG00000212204	0	0	0	0	0	0
ENSG00000212205	0	0	0	0	0	0
ENSG00000212206	0	0	0	0	0	0
ENSG00000212207	0	0	0	0	0	0
ENSG00000212211	0	0	0	0	0	0
ENSG00000212214	0	0	0	0	0	1
ENSG00000212215	0	0	0	0	0	0
ENSG00000212216	0	0	0	0	0	0
ENSG00000212219	0	0	0	0	0	0
ENSG00000212221	0	0	0	0	0	0
ENSG00000212224	0	0	0	0	0	0
ENSG00000212226	0	0	0	0	0	0
ENSG00000212228	0	0	0	0	0	0
ENSG00000212229	0	0	0	0	0	0
ENSG00000212230	0	0	0	0	0	0
ENSG00000212232	1	0	0	2	1	1
ENSG00000212237	1	0	0	0	0	0
ENSG00000212238	0	0	0	0	0	0
ENSG00000212240	0	1	0	0	0	2
ENSG00000212241	0	0	0	0	0	0
ENSG00000212242	3	2	1	1	2	1
ENSG00000212246	0	0	0	0	0	0
ENSG00000212247	0	0	0	0	0	0
ENSG00000212248	0	0	0	0	0	0
ENSG00000212249	0	0	0	0	0	0
ENSG00000212251	0	0	0	0	0	0
ENSG00000212254	0	0	0	0	0	0
ENSG00000212257	0	0	0	0	0	0
ENSG00000212258	0	0	0	0	0	0
ENSG00000212259	0	0	0	0	0	0
ENSG00000212260	0	0	0	0	0	0
ENSG00000212264	0	0	0	0	0	0
ENSG00000212265	0	0	0	0	0	0
ENSG00000212266	0	0	0	0	0	0
ENSG00000212269	0	0	0	0	0	0
ENSG00000212270	0	0	0	0	0	0
ENSG00000212273	0	0	0	0	0	0
ENSG00000212276	0	0	0	0	0	0
ENSG00000212277	0	0	0	0	0	0
ENSG00000212278	0	0	0	0	0	0
ENSG00000212279	0	0	0	0	0	0
ENSG00000212280	0	0	0	0	0	0
ENSG00000212282	0	0	0	0	0	0
ENSG00000212283	1	0	2	3	1	2
ENSG00000212289	0	0	0	0	0	0
ENSG00000212290	0	0	0	0	0	0
ENSG00000212292	0	0	0	0	0	0
ENSG00000212293	1	1	2	0	0	1
ENSG00000212295	0	0	0	0	0	0
ENSG00000212296	1	0	0	0	0	0
ENSG00000212297	0	0	0	0	0	0
ENSG00000212298	0	0	0	0	0	0
ENSG00000212302	0	0	0	0	0	0
ENSG00000212303	0	0	0	0	0	0
ENSG00000212304	0	6	1	0	1	1
ENSG00000212305	0	0	0	0	0	0
ENSG00000212306	0	0	1	0	0	0
ENSG00000212308	0	0	0	0	0	0
ENSG00000212309	0	0	0	0	0	0
ENSG00000212312	0	0	0	0	0	0
ENSG00000212314	0	0	0	0	0	0
ENSG00000212316	0	0	0	0	0	0
ENSG00000212319	0	0	0	0	0	0
ENSG00000212321	0	0	0	0	0	0
ENSG00000212324	0	0	0	0	0	0
ENSG00000212325	0	0	0	0	0	0
ENSG00000212327	1	2	2	0	1	0
ENSG00000212329	0	0	0	0	0	0
ENSG00000212330	0	0	0	0	0	0
ENSG00000212331	0	0	0	0	0	0
ENSG00000212332	0	0	1	0	0	1
ENSG00000212333	0	0	0	0	0	0
ENSG00000212335	0	0	0	0	0	0
ENSG00000212336	0	0	0	0	0	0
ENSG00000212338	0	0	0	0	0	0
ENSG00000212340	0	0	0	0	0	0
ENSG00000212342	0	0	0	0	0	0
ENSG00000212344	0	0	0	0	0	0
ENSG00000212345	0	0	0	0	0	0
ENSG00000212347	0	0	0	0	0	0
ENSG00000212348	0	1	0	0	0	0
ENSG00000212354	0	0	0	0	0	0
ENSG00000212358	0	0	0	0	0	0
ENSG00000212359	0	0	0	0	0	0
ENSG00000212360	0	0	0	0	0	0
ENSG00000212363	0	0	0	0	0	0
ENSG00000212365	0	0	0	0	0	0
ENSG00000212366	0	0	0	0	0	0
ENSG00000212368	0	0	0	0	0	0
ENSG00000212370	0	0	0	0	0	0
ENSG00000212371	0	1	3	1	1	1
ENSG00000212373	0	0	0	0	0	0
ENSG00000212374	0	0	0	0	0	0
ENSG00000212377	0	0	0	0	0	0
ENSG00000212378	1	0	0	0	0	0
ENSG00000212379	0	0	0	0	0	0
ENSG00000212380	0	1	0	0	2	0
ENSG00000212382	0	0	0	0	0	0
ENSG00000212383	0	0	0	0	0	0
ENSG00000212384	0	0	0	0	0	0
ENSG00000212385	0	0	0	0	0	0
ENSG00000212387	0	0	0	0	0	0
ENSG00000212388	0	0	0	0	0	0
ENSG00000212389	0	0	0	0	0	0
ENSG00000212391	0	0	0	0	0	0
ENSG00000212392	0	0	0	0	0	0
ENSG00000212395	0	0	0	0	0	0
ENSG00000212396	0	0	0	0	0	0
ENSG00000212397	0	0	0	0	0	0
ENSG00000212398	0	0	0	0	0	0
ENSG00000212402	0	0	1	0	0	0
ENSG00000212404	0	0	0	0	0	0
ENSG00000212407	0	0	0	0	0	0
ENSG00000212409	0	0	0	0	0	0
ENSG00000212410	0	0	0	0	0	0
ENSG00000212411	0	0	0	0	0	0
ENSG00000212413	0	0	0	0	0	0
ENSG00000212414	0	0	0	0	0	0
ENSG00000212415	0	0	0	0	0	0
ENSG00000212418	0	0	0	0	0	0
ENSG00000212420	0	0	0	0	0	0
ENSG00000212421	0	0	0	0	0	0
ENSG00000212422	0	0	0	0	0	0
ENSG00000212424	0	0	0	0	0	0
ENSG00000212425	0	0	0	0	0	0
ENSG00000212428	0	0	0	0	0	0
ENSG00000212429	0	0	0	0	0	0
ENSG00000212432	0	0	0	0	0	0
ENSG00000212433	0	0	0	0	0	0
ENSG00000212434	0	0	0	0	0	0
ENSG00000212440	0	0	0	0	0	0
ENSG00000212441	0	0	0	0	0	0
ENSG00000212442	0	0	0	0	0	0
ENSG00000212443	1	2	0	0	4	1
ENSG00000212445	0	0	0	0	0	0
ENSG00000212446	0	0	0	0	0	0
ENSG00000212447	0	0	0	0	0	0
ENSG00000212448	0	0	0	0	0	0
ENSG00000212450	0	0	0	0	0	0
ENSG00000212451	0	0	0	0	0	0
ENSG00000212452	4	10	5	0	5	2
ENSG00000212454	0	0	0	0	0	0
ENSG00000212455	0	0	0	0	0	0
ENSG00000212456	0	1	4	0	0	0
ENSG00000212457	0	0	0	0	0	0
ENSG00000212458	0	0	0	0	0	0
ENSG00000212459	0	0	0	0	0	0
ENSG00000212460	0	1	0	0	1	0
ENSG00000212461	0	0	0	0	0	0
ENSG00000212464	0	0	1	0	0	1
ENSG00000212466	0	0	0	0	0	0
ENSG00000212468	0	0	0	0	0	0
ENSG00000212469	0	0	0	0	0	0
ENSG00000212473	0	0	0	0	0	0
ENSG00000212475	0	0	0	0	0	0
ENSG00000212479	0	0	0	0	0	0
ENSG00000212482	0	0	0	0	0	0
ENSG00000212485	0	0	0	0	0	0
ENSG00000212489	0	0	0	0	0	0
ENSG00000212490	1	0	0	1	0	0
ENSG00000212493	3	7	7	0	3	5
ENSG00000212495	0	0	0	0	0	0
ENSG00000212496	0	0	0	0	0	0
ENSG00000212497	0	0	0	0	0	0
ENSG00000212498	0	0	0	0	0	0
ENSG00000212499	0	0	0	0	0	0
ENSG00000212505	0	0	0	0	0	0
ENSG00000212510	0	0	0	0	0	0
ENSG00000212511	0	0	0	0	0	0
ENSG00000212512	0	0	1	0	0	0
ENSG00000212516	0	0	0	0	0	0
ENSG00000212517	0	0	0	0	0	0
ENSG00000212518	0	0	0	0	0	0
ENSG00000212520	0	0	0	0	0	0
ENSG00000212521	0	0	0	0	0	0
ENSG00000212522	0	0	0	0	0	0
ENSG00000212525	0	0	0	0	0	0
ENSG00000212526	0	0	0	0	0	0
ENSG00000212527	0	0	0	0	0	0
ENSG00000212528	0	0	0	0	0	0
ENSG00000212529	0	0	0	0	0	0
ENSG00000212532	0	0	0	0	0	0
ENSG00000212533	0	0	0	0	0	1
ENSG00000212534	0	1	0	0	0	0
ENSG00000212535	0	0	0	0	0	0
ENSG00000212536	0	0	1	0	1	0
ENSG00000212538	0	0	0	0	0	0
ENSG00000212539	0	0	0	0	0	0
ENSG00000212541	0	0	1	0	0	0
ENSG00000212542	0	0	0	1	0	0
ENSG00000212544	1	0	0	0	0	0
ENSG00000212545	0	0	0	0	0	0
ENSG00000212546	0	0	0	0	0	0
ENSG00000212549	0	0	0	0	0	0
ENSG00000212550	0	0	0	0	0	0
ENSG00000212551	0	0	0	0	0	0
ENSG00000212552	0	0	0	1	0	0
ENSG00000212553	0	0	0	1	0	0
ENSG00000212555	0	0	0	0	0	0
ENSG00000212556	0	0	0	0	0	0
ENSG00000212558	0	0	0	0	0	0
ENSG00000212559	0	0	0	0	0	0
ENSG00000212560	0	0	0	0	0	0
ENSG00000212561	0	0	0	0	0	0
ENSG00000212564	0	0	0	0	0	0
ENSG00000212565	0	0	0	0	0	0
ENSG00000212567	0	0	0	0	0	0
ENSG00000212568	0	0	0	0	0	0
ENSG00000212569	0	0	0	0	0	0
ENSG00000212571	0	0	0	0	0	0
ENSG00000212572	0	0	0	0	0	0
ENSG00000212576	0	0	1	1	0	0
ENSG00000212579	0	0	0	0	0	0
ENSG00000212580	0	0	0	0	0	0
ENSG00000212581	0	0	0	0	0	0
ENSG00000212582	0	0	1	0	0	0
ENSG00000212584	0	0	0	0	0	0
ENSG00000212585	0	0	0	0	0	0
ENSG00000212586	0	0	0	0	0	0
ENSG00000212587	0	0	0	0	0	0
ENSG00000212588	1	2	3	2	1	0
ENSG00000212589	0	0	0	0	0	0
ENSG00000212590	0	0	0	0	0	0
ENSG00000212593	0	0	0	0	0	0
ENSG00000212594	0	0	0	0	0	0
ENSG00000212595	0	0	0	0	0	0
ENSG00000212597	0	0	0	0	0	0
ENSG00000212598	0	0	0	0	0	0
ENSG00000212599	0	0	0	0	0	0
ENSG00000212601	0	0	0	0	0	0
ENSG00000212604	0	0	0	0	0	0
ENSG00000212605	1	0	0	0	0	0
ENSG00000212607	1	1	0	3	0	1
ENSG00000212608	0	0	0	0	0	0
ENSG00000212609	0	0	0	0	0	0
ENSG00000212610	0	0	0	0	0	0
ENSG00000212611	0	0	0	0	0	0
ENSG00000212612	0	0	0	0	0	0
ENSG00000212615	0	0	0	0	0	0
ENSG00000212618	0	0	0	0	0	0
ENSG00000212620	0	0	0	0	0	0
ENSG00000212623	0	0	0	0	0	0
ENSG00000212624	0	0	1	0	0	0
ENSG00000212625	0	0	0	0	0	0
ENSG00000212626	0	0	0	0	0	0
ENSG00000212628	0	0	1	0	0	1
ENSG00000212643	0	0	0	0	0	0
ENSG00000212657	1	0	0	0	0	0
ENSG00000212658	0	0	0	0	0	0
ENSG00000212659	2	0	0	0	1	0
ENSG00000212663	0	0	0	0	0	1
ENSG00000212664	65	58	79	79	69	81
ENSG00000212670	5	4	3	5	0	5
ENSG00000212673	4	8	3	1	3	3
ENSG00000212694	134	103	274	93	137	161
ENSG00000212695	37	21	29	17	23	25
ENSG00000212710	13	14	25	9	15	8
ENSG00000212712	3	0	3	2	1	1
ENSG00000212717	0	0	0	0	0	0
ENSG00000212719	56	22	31	63	31	21
ENSG00000212721	0	0	0	0	0	0
ENSG00000212722	0	0	0	0	0	0
ENSG00000212724	0	0	0	0	0	0
ENSG00000212725	0	0	0	0	0	0
ENSG00000212734	1	1	0	0	1	0
ENSG00000212743	4	2	1	1	4	3
ENSG00000212747	88	33	70	64	39	34
ENSG00000212766	0	0	1	0	0	0
ENSG00000212768	0	0	0	0	0	0
ENSG00000212769	0	0	0	0	0	0
ENSG00000212789	79	31	101	51	30	28
ENSG00000212802	839	468	1247	653	580	711
ENSG00000212807	1	1	1	0	0	0
ENSG00000212829	7	18	32	10	11	13
ENSG00000212855	1	0	0	0	0	0
ENSG00000212856	0	1	0	0	0	0
ENSG00000212857	0	0	1	0	0	0
ENSG00000212864	20	13	26	6	7	15
ENSG00000212866	0	0	0	0	0	0
ENSG00000212884	22	5	13	7	12	6
ENSG00000212899	0	0	0	0	0	0
ENSG00000212900	0	0	0	0	0	0
ENSG00000212901	0	0	0	0	0	0
ENSG00000212907	6682	5103	9455	6290	6675	7378
ENSG00000212916	8	5	18	15	5	11
ENSG00000212928	0	0	0	0	0	0
ENSG00000212930	0	0	0	0	0	0
ENSG00000212932	0	0	0	1	0	1
ENSG00000212933	0	0	0	0	0	0
ENSG00000212935	0	0	0	0	0	1
ENSG00000212938	0	0	0	0	0	0
ENSG00000212939	0	0	0	0	0	0
ENSG00000212951	2	2	3	0	0	0
ENSG00000212952	0	0	0	0	0	0
ENSG00000212961	1	0	2	1	1	2
ENSG00000212978	13	11	33	12	10	18
ENSG00000212989	0	0	0	0	0	0
ENSG00000212993	7	14	10	2	8	6
ENSG00000212994	9	5	18	7	13	15
ENSG00000212997	0	0	0	0	0	0
ENSG00000212998	3	1	3	0	3	0
ENSG00000212999	0	0	0	0	0	0
ENSG00000213002	0	0	0	0	0	0
ENSG00000213003	6	1	10	5	7	5
ENSG00000213005	2	2	3	0	3	1
ENSG00000213013	0	0	0	1	1	1
ENSG00000213014	0	1	3	1	0	3
ENSG00000213015	196	107	364	147	117	236
ENSG00000213016	0	0	0	0	0	0
ENSG00000213018	78	39	119	36	49	54
ENSG00000213020	121	61	98	84	50	54
ENSG00000213022	0	0	0	0	0	0
ENSG00000213023	4	0	5	2	1	1
ENSG00000213024	193	119	276	147	131	148
ENSG00000213025	7	4	12	7	6	13
ENSG00000213026	25	25	24	20	9	16
ENSG00000213028	5	5	4	4	3	5
ENSG00000213029	0	0	0	0	0	0
ENSG00000213030	0	0	0	0	0	0
ENSG00000213032	0	1	0	0	0	0
ENSG00000213033	0	1	2	0	3	0
ENSG00000213035	0	0	0	0	0	1
ENSG00000213036	26	26	49	27	21	13
ENSG00000213041	5	4	2	4	0	3
ENSG00000213045	0	0	1	1	0	0
ENSG00000213046	4	1	2	5	1	1
ENSG00000213047	88	100	92	44	57	37
ENSG00000213048	0	0	0	0	0	0
ENSG00000213049	2	0	3	2	2	1
ENSG00000213050	13	15	23	11	5	8
ENSG00000213051	14	15	21	18	15	16
ENSG00000213055	6	5	13	5	6	11
ENSG00000213057	0	0	3	0	0	2
ENSG00000213058	64	29	65	58	33	55
ENSG00000213060	0	0	0	0	0	0
ENSG00000213061	2	0	1	0	1	0
ENSG00000213062	3	5	7	4	8	4
ENSG00000213063	12	7	23	5	6	5
ENSG00000213064	311	193	285	273	248	112
ENSG00000213065	2	2	5	0	1	3
ENSG00000213066	67	60	90	49	53	61
ENSG00000213067	0	0	0	0	0	0
ENSG00000213068	4	4	4	2	3	3
ENSG00000213069	0	1	0	0	0	0
ENSG00000213070	5	6	5	3	13	5
ENSG00000213071	6	4	6	2	2	2
ENSG00000213073	32	41	40	15	22	24
ENSG00000213075	61	32	124	44	38	76
ENSG00000213076	7	3	9	6	3	3
ENSG00000213077	0	0	2	0	0	0
ENSG00000213078	17	8	14	7	4	5
ENSG00000213079	210	156	251	134	130	144
ENSG00000213080	429	209	348	84	196	154
ENSG00000213081	0	0	1	0	0	0
ENSG00000213082	4	7	14	4	3	3
ENSG00000213083	0	0	0	0	0	0
ENSG00000213084	0	0	0	0	0	0
ENSG00000213085	2	3	1	2	5	1
ENSG00000213087	120	76	112	92	79	81
ENSG00000213088	65	34	52	98	67	19
ENSG00000213089	13	5	29	8	10	22
ENSG00000213090	56	33	65	26	16	23
ENSG00000213091	10	9	16	6	5	10
ENSG00000213096	78	78	114	42	51	44
ENSG00000213100	18	18	29	5	19	10
ENSG00000213104	21	16	33	21	22	20
ENSG00000213107	0	0	1	1	0	0
ENSG00000213108	2	4	5	1	3	2
ENSG00000213109	2	1	1	1	2	2
ENSG00000213110	12	9	8	15	8	6
ENSG00000213111	0	0	0	0	0	0
ENSG00000213113	1	1	1	1	4	0
ENSG00000213115	1	0	0	0	0	0
ENSG00000213117	4	5	5	1	7	0
ENSG00000213118	0	0	0	0	0	0
ENSG00000213120	0	0	0	0	0	0
ENSG00000213121	0	0	0	0	0	0
ENSG00000213122	2	5	3	1	0	3
ENSG00000213123	14	8	6	9	7	5
ENSG00000213126	10	4	9	14	12	13
ENSG00000213128	46	68	55	49	47	80
ENSG00000213130	1	1	1	3	2	2
ENSG00000213131	80	81	60	51	85	36
ENSG00000213132	0	6	6	0	7	1
ENSG00000213133	1	1	0	0	2	1
ENSG00000213135	1	0	0	0	0	3
ENSG00000213137	23	20	20	22	28	10
ENSG00000213139	9	10	17	8	7	19
ENSG00000213140	0	0	3	0	0	1
ENSG00000213144	69	47	93	57	55	68
ENSG00000213145	8	7	2	4	6	1
ENSG00000213147	0	0	1	0	0	1
ENSG00000213148	0	0	0	0	0	0
ENSG00000213149	39	7	16	42	18	15
ENSG00000213150	0	0	1	0	1	0
ENSG00000213152	15	8	26	11	9	9
ENSG00000213153	3	1	3	4	0	3
ENSG00000213155	0	3	2	0	2	1
ENSG00000213157	23	13	29	11	22	23
ENSG00000213158	0	0	0	1	0	0
ENSG00000213159	0	0	0	0	0	0
ENSG00000213160	116	126	206	104	132	97
ENSG00000213165	0	0	0	0	0	0
ENSG00000213167	0	0	1	0	0	0
ENSG00000213169	183	219	363	116	194	157
ENSG00000213170	3	1	2	1	0	2
ENSG00000213171	10	26	23	4	31	4
ENSG00000213172	0	0	0	0	0	0
ENSG00000213174	25	19	54	21	19	26
ENSG00000213176	4	5	4	3	1	2
ENSG00000213177	54	19	55	17	19	27
ENSG00000213178	579	356	828	458	464	554
ENSG00000213179	1	2	1	1	0	1
ENSG00000213180	0	1	2	1	0	1
ENSG00000213181	0	0	0	0	0	0
ENSG00000213182	0	0	0	0	0	0
ENSG00000213183	17	9	24	10	6	17
ENSG00000213184	5	0	3	2	4	0
ENSG00000213185	1	1	4	1	3	2
ENSG00000213186	20	13	52	17	11	15
ENSG00000213187	1	5	2	0	1	3
ENSG00000213188	0	0	0	1	2	0
ENSG00000213189	34	24	39	19	23	23
ENSG00000213190	65	47	92	62	55	59
ENSG00000213194	17	14	10	11	13	8
ENSG00000213197	16	7	16	10	5	14
ENSG00000213199	11	25	10	6	17	14
ENSG00000213201	0	0	0	0	0	0
ENSG00000213203	15	9	24	22	16	13
ENSG00000213204	5	8	9	3	3	2
ENSG00000213205	13	3	19	5	6	7
ENSG00000213209	18	4	40	9	8	11
ENSG00000213210	0	0	2	1	0	2
ENSG00000213211	3	0	1	1	0	2
ENSG00000213212	50	36	58	35	31	40
ENSG00000213213	41	9	37	31	15	26
ENSG00000213214	12	8	22	7	6	3
ENSG00000213215	0	0	0	0	0	0
ENSG00000213216	10	10	13	7	6	9
ENSG00000213218	0	0	0	0	0	0
ENSG00000213221	2	0	2	0	1	1
ENSG00000213222	19	19	41	24	21	22
ENSG00000213225	81	47	104	54	54	52
ENSG00000213226	37	14	25	21	9	10
ENSG00000213228	74	44	147	45	54	80
ENSG00000213231	0	0	0	0	0	0
ENSG00000213232	1	1	2	2	2	0
ENSG00000213233	0	0	0	0	0	0
ENSG00000213234	9	3	5	2	8	3
ENSG00000213235	50	38	38	52	43	37
ENSG00000213236	160	162	139	83	149	84
ENSG00000213237	7	5	14	16	3	7
ENSG00000213238	0	0	1	0	1	0
ENSG00000213239	6	10	9	4	5	9
ENSG00000213240	41	48	95	28	33	42
ENSG00000213244	1	1	0	0	0	0
ENSG00000213246	166	109	196	136	124	139
ENSG00000213247	0	0	0	0	0	0
ENSG00000213250	48	13	24	39	14	11
ENSG00000213252	39	34	47	15	19	21
ENSG00000213253	10	9	9	10	8	12
ENSG00000213260	15	14	21	17	26	10
ENSG00000213261	37	30	70	41	54	56
ENSG00000213262	6	4	8	1	2	2
ENSG00000213264	0	1	3	0	0	0
ENSG00000213265	1	0	0	0	0	0
ENSG00000213269	17	9	16	16	8	14
ENSG00000213270	6	7	11	2	6	6
ENSG00000213272	0	0	2	1	0	0
ENSG00000213275	11	11	15	7	9	1
ENSG00000213277	1	1	7	0	0	2
ENSG00000213279	1	0	2	2	1	1
ENSG00000213280	65	34	137	56	53	63
ENSG00000213281	109	162	129	85	135	60
ENSG00000213285	2	5	0	4	1	2
ENSG00000213287	6	2	6	2	2	2
ENSG00000213290	84	41	85	36	43	35
ENSG00000213291	16	16	42	16	14	23
ENSG00000213293	28	18	13	27	24	37
ENSG00000213295	0	2	0	1	0	1
ENSG00000213296	17	16	29	17	16	31
ENSG00000213297	0	0	1	0	0	0
ENSG00000213300	198	161	334	166	138	185
ENSG00000213301	0	0	0	0	0	0
ENSG00000213302	10	7	2	3	13	12
ENSG00000213303	47	22	83	31	27	25
ENSG00000213304	2	2	1	0	0	0
ENSG00000213305	10	6	12	2	1	5
ENSG00000213307	1	0	0	1	0	0
ENSG00000213309	55	27	91	35	44	45
ENSG00000213310	0	0	0	1	0	0
ENSG00000213312	79	60	133	73	82	123
ENSG00000213315	240	129	341	145	170	220
ENSG00000213316	0	1	0	0	0	0
ENSG00000213318	38	25	54	17	31	29
ENSG00000213326	141	112	271	138	113	156
ENSG00000213328	0	0	2	0	0	0
ENSG00000213331	121	97	175	57	110	57
ENSG00000213332	2	3	4	3	1	5
ENSG00000213333	4	11	5	12	7	11
ENSG00000213335	20	15	51	13	21	17
ENSG00000213337	30	11	38	20	15	22
ENSG00000213338	1	1	3	1	0	0
ENSG00000213339	144	94	264	111	116	158
ENSG00000213341	108	81	138	86	95	89
ENSG00000213343	15	9	25	9	2	2
ENSG00000213344	7	3	5	9	5	0
ENSG00000213347	37	17	40	24	29	30
ENSG00000213352	23	15	25	22	12	12
ENSG00000213355	0	0	0	0	1	0
ENSG00000213356	0	0	0	0	0	0
ENSG00000213358	0	0	0	0	0	0
ENSG00000213361	21	25	20	29	32	37
ENSG00000213362	95	58	99	62	69	29
ENSG00000213363	91	55	171	75	50	82
ENSG00000213365	7	5	16	7	7	19
ENSG00000213366	363	60	158	300	124	140
ENSG00000213368	2	2	5	2	2	1
ENSG00000213370	23	6	33	12	15	12
ENSG00000213371	98	78	148	86	100	90
ENSG00000213373	1	1	4	1	0	0
ENSG00000213375	0	0	0	0	0	0
ENSG00000213376	9	5	5	10	6	9
ENSG00000213380	69	47	117	60	42	52
ENSG00000213383	19	22	32	21	22	24
ENSG00000213384	0	0	0	0	0	0
ENSG00000213385	4	2	3	1	3	3
ENSG00000213386	2	1	2	1	0	2
ENSG00000213390	79	36	50	46	28	34
ENSG00000213391	0	0	1	0	0	1
ENSG00000213393	5	1	13	5	1	2
ENSG00000213394	14	1	20	6	4	7
ENSG00000213397	19	4	14	17	17	10
ENSG00000213398	90	43	79	79	71	54
ENSG00000213399	21	7	43	11	10	14
ENSG00000213400	0	0	1	0	0	0
ENSG00000213401	0	0	0	1	0	0
ENSG00000213402	42	36	87	27	27	50
ENSG00000213403	0	0	0	1	1	0
ENSG00000213406	50	16	27	40	20	10
ENSG00000213409	2	0	4	0	5	1
ENSG00000213410	0	0	0	0	0	0
ENSG00000213411	5	3	6	4	0	2
ENSG00000213412	15	18	36	6	11	15
ENSG00000213413	1	1	0	1	1	1
ENSG00000213414	23	8	42	11	10	8
ENSG00000213416	0	0	0	0	0	0
ENSG00000213417	0	0	0	0	0	0
ENSG00000213420	6	7	5	7	6	4
ENSG00000213421	1	0	0	1	0	0
ENSG00000213423	1	2	4	0	2	1
ENSG00000213424	2	1	0	3	0	0
ENSG00000213430	112	74	211	62	67	99
ENSG00000213431	0	0	0	0	0	0
ENSG00000213432	10	14	17	20	17	23
ENSG00000213433	17	9	49	9	7	9
ENSG00000213434	17	15	20	12	19	7
ENSG00000213435	19	5	28	6	8	13
ENSG00000213438	0	0	0	0	0	0
ENSG00000213439	0	0	0	0	0	0
ENSG00000213440	5	2	6	1	2	1
ENSG00000213442	593	486	987	525	551	604
ENSG00000213443	31	31	41	35	48	33
ENSG00000213445	92	79	141	111	97	106
ENSG00000213448	11	1	12	7	7	4
ENSG00000213449	4	2	1	3	2	0
ENSG00000213450	3	0	0	1	0	0
ENSG00000213451	0	0	0	0	1	0
ENSG00000213452	3	3	4	2	2	2
ENSG00000213453	43	19	48	20	26	19
ENSG00000213455	2	1	1	1	1	2
ENSG00000213461	15	11	32	25	23	26
ENSG00000213462	94	44	98	55	34	40
ENSG00000213463	76	108	196	55	63	87
ENSG00000213465	54	27	72	77	25	38
ENSG00000213467	7	5	11	5	4	6
ENSG00000213468	2	1	0	1	0	0
ENSG00000213470	38	7	85	3	9	6
ENSG00000213471	4	0	1	0	0	1
ENSG00000213478	21	12	29	13	14	7
